time	throughput_mbps	rtt_ms	loss_rate
1	0.7931134606528082	192.3796647753269	0.0482186595760186
2	0.7669768156485841	224.09985557910176	0.0548575713297888
3	0.782130193513877	221.8648947266091	0.0524886167037408
4	0.6837921086848855	207.3133712434173	0.0589413871228415
5	0.6027883357107847	201.2313861044793	0.0587679489166802
6	0.7668881496419891	210.27033864031063	0.0471732493995943
7	0.6803993237150681	215.35296075107388	0.0485472016858453
8	0.6002435192152089	206.5177735932557	0.0550479453236087
9	0.675961166668536	201.56396172552783	0.0543695250120074
10	0.6162201270428211	227.06986084684164	0.0502728528727247
11	0.7767841237288702	234.14684287340629	0.0518064107947478
12	0.7651053212735575	225.8480256585312	0.0551176442839586
13	0.7841045902331654	232.4407179834651	0.0461946745029478
14	0.6939415180836848	216.6373283178768	0.0462170566444934
15	0.7658353424688357	191.24786325913223	0.0524042288982707
16	0.7006089295603368	237.8108823267803	0.0565355815547518
17	0.6512429599663836	219.07955545375532	0.0589871276273691
18	0.6182380558303096	235.543401561892	0.0543393561796249
19	0.6025809549560442	223.6585792068463	0.0574797489955206
20	0.6634330366083477	215.90389115973068	0.0467818476762128
21	0.6245583289424619	203.207775292832	0.0514989541724297
22	0.7046565686555933	201.87225288263423	0.046976654043715
23	0.600854670595655	214.9076560267588	0.0522164478594709
24	0.6453766462082048	204.263617448106	0.0588255578357492
25	0.7478258532678422	236.7366140075788	0.0482776460120831
26	0.6450621703593701	235.23946430062108	0.0597409099742734
27	0.7107845077969996	210.81678048657224	0.0593472250818259
28	0.7012943574175915	208.7007072308772	0.0521041091640001
29	0.7661923934079213	202.7116541204765	0.0452506720735465
30	0.6107322074794941	207.555781520265	0.050776013921655
31	0.7531517504146563	225.86253902894663	0.0560283970838946
32	0.6827346893733922	190.58664061049743	0.0575477490655505
33	0.7519429933405847	213.6047396501617	0.0472870528737704
34	0.788465256832696	207.8402453248445	0.0497581551555988
35	0.6686192884965593	208.9895056730592	0.0551253844067109
36	0.6434134704995367	221.7526478679232	0.0593721391204265
37	0.6157379952811987	217.6361680224132	0.0493743671321601
38	0.7340849655787909	208.0708432693382	0.0559114831676721
39	0.7521180678104479	205.91841292411607	0.0509672050468299
40	0.6976877332141589	227.70314255091563	0.0594419454749739
41	0.7680205602498801	231.3205283204256	0.0519636652518245
42	0.6638544768015714	225.200530883863	0.0537957817083389
43	0.6424377539319026	210.1881430564424	0.0566976772277074
44	0.6913757993143366	195.0367181866955	0.0587283304237654
45	0.6164806887740641	239.2992957704305	0.0583441221629886
46	0.743116568575596	218.60059936822736	0.0518149426858917
47	0.6685077763172746	218.38657182484468	0.0483869597108864
48	0.7860716063801815	216.16206650358305	0.0581313016070747
49	0.6971303629116989	211.28407982037007	0.0471394255067337
50	0.67445398043819	197.83718459724489	0.0482156295993207
51	0.6999092098824801	233.94978369111752	0.0491930943154101
52	0.6118598676902056	206.89365466415256	0.0490611007548435
53	0.7653804303972565	203.70201729029745	0.0574481086522705
54	0.6060654198921194	202.2251007869569	0.0532351651221618
55	0.7131494633153256	198.2022083043648	0.0569576051102338
56	0.7754780727907371	221.56618589096908	0.0467593168209912
57	0.7048571319289263	195.0438048411825	0.0462375204113721
58	0.699040204531973	210.1124426229636	0.0451812329566427
59	0.720120802821649	232.6910483777189	0.0565101078135638
60	0.7189346372492076	223.54884274482023	0.0587229179764131
