time	throughput_mbps	rtt_ms	loss_rate
1	0.4610654334990989	165.46354948557686	0.0392913826736551
2	0.4314052626631392	184.86194086897973	0.036284365572565
3	0.4789049380776806	197.78715216519632	0.0338416270191886
4	0.550492274734951	185.27056968680984	0.0304762306746566
5	0.5384641839616173	140.11956063032278	0.0366440568575622
6	0.4896747110929869	174.21057308204416	0.0396108550749852
7	0.5842005960311333	154.85508203130553	0.0370078597715771
8	0.5748999748314372	157.8793889158287	0.0347583173455698
9	0.4697598205938564	188.5355879102308	0.0382955461056481
10	0.5226368980723173	161.32839590793725	0.0326689140858136
11	0.5100505074317341	141.04138847547048	0.0253848524057457
12	0.4472071671949193	166.5942805710793	0.0374719489180297
13	0.5893406142664918	163.24118106739186	0.0342420097586523
14	0.4940359256842407	197.77675931814764	0.0337346779787884
15	0.484165466181645	198.5008529708172	0.0378638303013535
16	0.480494096315352	175.35725240385793	0.0360720037069021
17	0.4642644520956816	196.62375696447543	0.0285667312324261
18	0.4632121079790688	168.0910484822621	0.0333253085648678
19	0.5316806358977684	176.6523341400594	0.0303491296973062
20	0.4122546920784691	183.08723203508865	0.02836694567537
21	0.5125166265642195	199.2231176303384	0.0285965939944196
22	0.440271390201027	154.2308938556017	0.0356932965327197
23	0.4798202714030976	194.6208119221223	0.0253701245099135
24	0.5673269413613629	180.9845494810073	0.0257121053232133
25	0.4321257335477687	196.9665340325222	0.0391213922929297
26	0.5094136871661179	196.33525048907487	0.0250659946739272
27	0.5011154740989973	175.5636572021434	0.0294525724638689
28	0.5994736275548991	142.6664689809875	0.0371379598384866
29	0.587590988539015	165.48811105855714	0.0395845174770709
30	0.4461612281654616	150.0067131406387	0.0326193851461138
31	0.4787453040555625	149.5038627916555	0.0291826560056953
32	0.4126982841744888	180.70021305982385	0.0310600888783533
33	0.4089500607698776	161.56788266813447	0.0326162877365618
34	0.544808472763692	143.72317343096586	0.0388279344081237
35	0.5468960459972765	159.53292454547602	0.0356435565009342
36	0.4405995043867368	165.13096942876572	0.0345886458386372
37	0.4623020686615602	163.3584772317679	0.0358269907301751
38	0.5674473508224585	170.99945770903284	0.0362018107665349
39	0.5048430882463255	162.76975518934557	0.0365069196584993
40	0.5718773711345544	194.7747784791367	0.0258745892927987
41	0.5560253397005419	163.0835903201613	0.0304744821809035
42	0.5699981777640836	184.19186338406723	0.0264162637180301
43	0.4374601817547055	194.01714480021985	0.0289474246389772
44	0.5108897888341066	148.64073018603304	0.03989819934434
45	0.4639936066837958	140.2954845546732	0.037567553594181
46	0.5329517802507862	146.91312035025413	0.0258265281317403
47	0.4184206962164832	173.4664738054797	0.0295065097948102
48	0.4562733210231055	155.9031682668722	0.0259479717262782
49	0.4589524989220088	189.87418187830943	0.0276875541998727
50	0.4657286314703867	147.61704949374982	0.0376364472685141
51	0.4457373143980708	192.9735627798504	0.0260239087856754
52	0.5657707872917094	140.76093837735706	0.03951648203891
53	0.4211483567786868	149.6651959853879	0.0311721699686005
54	0.5912506758061882	141.08329191855086	0.0338516798137938
55	0.4014962780073422	183.1634303869234	0.0271185506028431
56	0.505131959850673	182.38730445636125	0.0350236836338077
57	0.434213977894145	157.09603571084014	0.0311227518913041
58	0.5972438267176075	149.6814183907972	0.0317776326557869
59	0.4196767915023636	146.99087144282882	0.0322518928401251
60	0.4606224338270617	186.5897245599548	0.0383651813592854
