time	throughput_mbps	rtt_ms	loss_rate
1	0.7316933808037402	190.85503633306817	0.0434658320254173
2	0.8361910297146131	206.5526556924665	0.0470817951284994
3	0.7233969654424218	186.8018172056692	0.0459568713421828
4	0.7965554389731897	206.15740478507783	0.0400383439296491
5	0.7624684207599206	186.3753318474361	0.0446609525552912
6	0.7316903243127717	208.34359914227772	0.0412370603295444
7	0.7858837821407408	212.3056108377022	0.0402379934628316
8	0.7008218705902475	217.4504341433688	0.0422097128040846
9	0.8208091950509542	192.05519175003	0.0426757740618918
10	0.8729025330464998	203.82560944503192	0.0411447927508505
11	0.8367983011634681	214.3751844904028	0.0415563701855078
12	0.8215790446304295	186.4997215887043	0.0468624041834428
13	0.7337449749613554	214.88522739770107	0.0465844036590663
14	0.7475252953873927	215.7708550621265	0.047992267992241
15	0.8067873648082123	212.88564054197195	0.0418631359432045
16	0.8811264076827161	196.9667827459487	0.0427461919284004
17	0.7274932571058108	219.8672478720351	0.0441976489771658
18	0.7535011402697106	206.5069227767497	0.0431715853930692
19	0.8344167115487366	186.277931109182	0.0403163536786492
20	0.869551049351158	200.7429911934412	0.0438407832644118
21	0.7995066030939167	181.166624914883	0.0416538119879642
22	0.7029621671382844	193.85251202475297	0.0412639797596322
23	0.7424859959072523	194.463123715529	0.0423896640269584
24	0.7641327345549159	188.001294030709	0.0400670952854894
25	0.8374634166328943	203.8689571406388	0.0427005565984788
26	0.8924204523260654	182.8299507153376	0.0424539568605415
27	0.777460711535993	211.98734876016772	0.0436133448165828
28	0.75987627509616	181.59034718373607	0.045098570784461
29	0.8717560614751765	198.8179639882734	0.0433732508736908
30	0.7104575173469284	207.03208358974285	0.0434023654621868
31	0.7470816361729133	182.2562656597916	0.0456297850854393
32	0.842016339024215	193.4220912954617	0.0433723314528369
33	0.7376362352262595	183.39533142731403	0.0493624484891909
34	0.7491329995885037	208.5192342406693	0.044298149598418
35	0.8983371121328112	207.29908520680112	0.0476856016750671
36	0.8484030473549081	194.42692795954247	0.0403652178069215
37	0.7236198281597688	218.57893689431188	0.0413100495584385
38	0.7508976229707564	207.08883446192533	0.0493029193950128
39	0.7733113881757637	216.6383608916548	0.0416372232316194
40	0.7097456544981301	209.6120080547361	0.0406752708266539
41	0.8370874825135386	211.1019504038416	0.0466571188606392
42	0.8838409632869522	215.196462126332	0.0414087096460255
43	0.8230041277588188	206.186707038748	0.0462973413629804
44	0.7160215287114666	190.88902966908347	0.0437529202491733
45	0.8383266418922523	188.386995753768	0.048088792450535
46	0.7011036038526699	180.9146997429628	0.0451623314052222
47	0.7802276859297799	217.29494824698835	0.0486887431865444
48	0.8930542157699162	210.71513618048624	0.0468240669546272
49	0.7323050329994129	197.80775433203613	0.0452316551690508
50	0.7771120388789065	191.5887460080796	0.0457238344433526
51	0.8430298041411268	186.6856366830092	0.0469115407903548
52	0.7409352143029393	218.32181282442008	0.0420918130173871
53	0.7601187020450368	196.70097941265	  0.0408741564997987
54	0.8425188071948835	196.59098157090952	0.0461192138783997
55	0.8531106781844348	213.07715510994632	0.0453625749824352
56	0.7747829951688484	184.24047989053585	0.0427927663359292
57	0.8517595677559596	187.39853740733983	0.0418336271371009
58	0.7096485296557306	208.1923010898204	0.0444797418498912
59	0.8269781647663178	210.3714789592545	0.0492532857401193
60	0.8215852535996354	216.2624630468083	0.047455128939484
